Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[7]     14.7    1.67    0.00 1301649836         std::vector<float, std::allocator<float> >::operator[](unsigned long) const [7]
-----------------------------------------------
                0.00    0.00    1143/100001143     StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float) [31]
                1.03    0.59 100000000/100001143     StarFormation::count_neighbors(Particles const&, int) const [3]
[8]     14.3    1.03    0.59 100001143         get_pos(Particles const&, unsigned long) [8]
                0.38    0.00 300003429/1301649836     std::vector<float, std::allocator<float> >::operator[](unsigned long) const [7]
                0.20    0.00 100001143/300941956     Vec3::Vec3(float, float, float) [13]
-----------------------------------------------
                0.00    0.00    1143/1157635640     StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float) [31]
                0.00    0.00    6000/1157635640     init_clustered(Particles&) [69]
                0.00    0.00  700000/1157635640     update_physics(Particles&, float) [62]
                0.00    0.00  900000/1157635640     velocity_verlet(Particles&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, float) [48]
                0.00    0.00 1100000/1157635640     update_thermodynamics(Particles&, float) [26]
                0.19    0.00 155028497/1157635640     compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [10]
                0.38    0.00 299700000/1157635640     compute_gravity(Particles const&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, float, float) [4]
                0.88    0.00 700200000/1157635640     compute_density_sph(Particles&, float) [5]
[9]     12.9    1.46    0.00 1157635640         std::vector<float, std::allocator<float> >::operator[](unsigned long) [9]
-----------------------------------------------
                0.23    1.06     100/100         main [1]
[10]    11.4    0.23    1.06     100         compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [10]
                0.46    0.10 49950000/149850000     Vec3::operator-(Vec3 const&) const [6]
                0.19    0.00 155028497/1157635640     std::vector<float, std::allocator<float> >::operator[](unsigned long) [9]
                0.10    0.00 50050000/300941956     Vec3::Vec3(float, float, float) [13]
                0.10    0.00 49950000/149850000     Vec3::length2() const [15]
                0.05    0.00 49950000/199901500     std::sqrt(float) [17]
                0.02    0.00 50050000/50252286     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) [23]
                0.02    0.00 1039666/1039666     Vec3::operator*(float) const [24]
                0.01    0.00  519833/519833      cubic_spline_dWdr(float, float) [27]
                0.00    0.00  619833/619833      float const& std::max<float>(float const&, float const&) [86]
                0.00    0.00     300/400         std::vector<float, std::allocator<float> >::size() const [158]
-----------------------------------------------
                0.55    0.50  100000/100000      StarFormation::detect_star_candidates(Particles const&) const [2]
[11]     9.3    0.55    0.50  100000         StarFormation::compute_local_density(Particles const&, int) const [11]
                0.39    0.00 301133978/1301649836     std::vector<float, std::allocator<float> >::operator[](unsigned long) const [7]
                0.11    0.00 100100000/250453000     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) const [16]
-----------------------------------------------
                                                 <spontaneous>
[12]     7.2    0.81    0.00                 _init [12]
-----------------------------------------------
                0.00    0.00       1/300941956     Particles::Particles(unsigned long) [37]
                0.00    0.00       3/300941956     init_clustered(Particles&) [69]
                0.00    0.00    1143/300941956     get_vel(Particles const&, unsigned long) [73]
                0.00    0.00 1039666/300941956     Vec3::operator*(float) const [24]
                0.10    0.00 50050000/300941956     compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [10]
                0.20    0.00 100001143/300941956     get_pos(Particles const&, unsigned long) [8]
                0.30    0.00 149850000/300941956     Vec3::operator-(Vec3 const&) const [6]
[13]     5.4    0.61    0.00 300941956         Vec3::Vec3(float, float, float) [13]
-----------------------------------------------
                0.34    0.00 100000000/100000000     compute_density_sph(Particles&, float) [5]
[14]     3.0    0.34    0.00 100000000         cubic_spline_W(float, float) [14]
-----------------------------------------------
                0.10    0.00 49950000/149850000     compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [10]
                0.19    0.00 99900000/149850000     StarFormation::count_neighbors(Particles const&, int) const [3]
[15]     2.6    0.29    0.00 149850000         Vec3::length2() const [15]
-----------------------------------------------
                0.00    0.00    1000/250453000     Particles::count_particles_in_stars() const [79]
                0.00    0.00  100000/250453000     StarFormation::detect_star_candidates(Particles const&) const [2]
                0.00    0.00  202000/250453000     Particles::write_csv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [49]
                0.06    0.00 50050000/250453000     compute_gravity(Particles const&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, float, float) [4]
                0.11    0.00 100000000/250453000     StarFormation::count_neighbors(Particles const&, int) const [3]
                0.11    0.00 100100000/250453000     StarFormation::compute_local_density(Particles const&, int) const [11]
[16]     2.5    0.28    0.00 250453000         std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) const [16]
-----------------------------------------------
                0.00    0.00    1500/199901500     float std::normal_distribution<float>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::normal_distribution<float>::param_type const&) [78]
                0.05    0.00 49950000/199901500     compute_gravity(Particles const&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, float, float) [4]
                0.05    0.00 49950000/199901500     compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [10]
                0.11    0.00 100000000/199901500     compute_density_sph(Particles&, float) [5]
[17]     1.9    0.21    0.00 199901500         std::sqrt(float) [17]
-----------------------------------------------
                                                 <spontaneous>
[18]     1.5    0.17    0.00                 std::vector<float, std::allocator<float> >::push_back(float&&) [18]
-----------------------------------------------
                0.00    0.00       2/539         std::vector<Vec3, std::allocator<Vec3> >::_S_max_size(std::allocator<Vec3> const&) [63]
                0.00    0.00       2/539         std::vector<unsigned char, std::allocator<unsigned char> >::_S_max_size(std::allocator<unsigned char> const&) [65]
                0.00    0.00      24/539         std::vector<Star, std::allocator<Star> >::_S_max_size(std::allocator<Star> const&) [39]
                0.01    0.00     100/539         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [29]
                0.03    0.00     411/539         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [21]
[19]     0.4    0.04    0.00     539         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [19]
-----------------------------------------------
                0.00    0.00      11/411         Particles::Particles(unsigned long) [37]
                0.00    0.01     100/411         update_thermodynamics(Particles&, float) [26]
                0.00    0.03     300/411         main [1]
[20]     0.3    0.01    0.03     411         std::vector<float, std::allocator<float> >::vector(unsigned long, float const&, std::allocator<float> const&) [20]
                0.00    0.03     411/411         std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long, std::allocator<float> const&) [22]
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&) [143]
                0.00    0.00     411/411         std::vector<float, std::allocator<float> >::_M_fill_initialize(unsigned long, float const&) [149]
-----------------------------------------------
                0.00    0.03     411/411         std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long, std::allocator<float> const&) [22]
[21]     0.3    0.00    0.03     411         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [21]
                0.03    0.00     411/539         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [19]
                0.00    0.00     411/411         std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [147]
-----------------------------------------------
                0.00    0.03     411/411         std::vector<float, std::allocator<float> >::vector(unsigned long, float const&, std::allocator<float> const&) [20]
[22]     0.3    0.00    0.03     411         std::vector<float, std::allocator<float> >::_S_check_init_len(unsigned long, std::allocator<float> const&) [22]
                0.00    0.03     411/411         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [21]
                0.00    0.00     411/822         std::allocator<float>::allocator(std::allocator<float> const&) [121]
                0.00    0.00     411/1233        std::allocator<float>::~allocator() [106]
-----------------------------------------------
                0.00    0.00    2286/50252286     StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float) [31]
                0.00    0.00  100000/50252286     velocity_verlet(Particles&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, float) [48]
                0.00    0.00  100000/50252286     update_physics(Particles&, float) [62]
                0.02    0.00 50050000/50252286     compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [10]
[23]     0.2    0.03    0.00 50252286         std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) [23]
-----------------------------------------------
                0.02    0.00 1039666/1039666     compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [10]
[24]     0.2    0.02    0.00 1039666         Vec3::operator*(float) const [24]
                0.00    0.00 1039666/300941956     Vec3::Vec3(float, float, float) [13]
-----------------------------------------------
                                                 <spontaneous>
[25]     0.1    0.01    0.00                 compute_density_kNN(Particles&, int) [25]
-----------------------------------------------
                0.00    0.01     100/100         main [1]
[26]     0.1    0.00    0.01     100         update_thermodynamics(Particles&, float) [26]
                0.00    0.01     100/411         std::vector<float, std::allocator<float> >::vector(unsigned long, float const&, std::allocator<float> const&) [20]
                0.00    0.00 1100000/1157635640     std::vector<float, std::allocator<float> >::operator[](unsigned long) [9]
                0.00    0.00     100/411         std::vector<float, std::allocator<float> >::~vector() [33]
                0.00    0.00     100/411         std::allocator<float>::allocator() [135]
                0.00    0.00     100/1233        std::allocator<float>::~allocator() [106]
-----------------------------------------------
                0.01    0.00  519833/519833      compute_pressure_forces(Particles&, float, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&, std::vector<float, std::allocator<float> >&) [10]
[27]     0.1    0.01    0.00  519833         cubic_spline_dWdr(float, float) [27]
-----------------------------------------------
                0.00    0.01     100/100         std::vector<int, std::allocator<int> >::reserve(unsigned long) [30]
[28]     0.1    0.00    0.01     100         std::vector<int, std::allocator<int> >::max_size() const [28]
                0.00    0.01     100/100         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [29]
                0.00    0.00     100/100         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [182]
-----------------------------------------------
                0.00    0.01     100/100         std::vector<int, std::allocator<int> >::max_size() const [28]
[29]     0.1    0.00    0.01     100         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [29]
                0.01    0.00     100/539         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [19]
                0.00    0.00     100/100         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [198]
-----------------------------------------------
                0.00    0.01     100/100         StarFormation::detect_star_candidates(Particles const&) const [2]
[30]     0.1    0.00    0.01     100         std::vector<int, std::allocator<int> >::reserve(unsigned long) [30]
                0.00    0.01     100/100         std::vector<int, std::allocator<int> >::max_size() const [28]
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::capacity() const [186]
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::size() const [184]
                0.00    0.00     100/100         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [190]
                0.00    0.00     100/200         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [169]
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [199]
                0.00    0.00     100/200         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [168]
-----------------------------------------------
                0.00    0.01     100/100         main [1]
[31]     0.0    0.00    0.01     100         StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float) [31]
                0.00    0.00    1143/1143        std::vector<Star, std::allocator<Star> >::push_back(Star const&) [35]
                0.00    0.00    1143/100001143     get_pos(Particles const&, unsigned long) [8]
                0.00    0.00    1143/1143        get_vel(Particles const&, unsigned long) [73]
                0.00    0.00    1143/1157635640     std::vector<float, std::allocator<float> >::operator[](unsigned long) [9]
                0.00    0.00    2286/50252286     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) [23]
                0.00    0.00    1243/1243        bool __gnu_cxx::operator!=<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [104]
                0.00    0.00    1143/1143        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator*() const [109]
                0.00    0.00    1143/1143        Star::Star(float, Vec3 const&, Vec3 const&, float) [107]
                0.00    0.00    1143/1143        __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::operator++() [108]
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::begin() const [185]
                0.00    0.00     100/100         std::vector<int, std::allocator<int> >::end() const [183]
-----------------------------------------------
                0.00    0.00    1003/5336        void std::_Construct<Vec3, Vec3 const&>(Vec3*, Vec3 const&) [57]
                0.00    0.00    1143/5336        void __gnu_cxx::new_allocator<Star>::construct<Star, Star const&>(Star*, Star const&) [50]
                0.00    0.00    1143/5336        void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [51]
                0.00    0.00    2047/5336        void __gnu_cxx::new_allocator<Star>::construct<Star, Star>(Star*, Star&&) [41]
[32]     0.0    0.01    0.00    5336         operator new(unsigned long, void*) [32]
-----------------------------------------------
                0.00    0.00      11/411         Particles::~Particles() [68]
                0.00    0.00     100/411         update_thermodynamics(Particles&, float) [26]
                0.00    0.00     300/411         main [1]
[33]     0.0    0.01    0.00     411         std::vector<float, std::allocator<float> >::~vector() [33]
                0.00    0.00     411/822         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [122]
                0.00    0.00     411/411         void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [156]
                0.00    0.00     411/411         std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [144]
-----------------------------------------------
                                                 <spontaneous>
[34]     0.0    0.01    0.00                 void std::fill<__gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >, Vec3>(__gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >, __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >, Vec3 const&) [34]
-----------------------------------------------
                0.00    0.00    1143/1143        StarFormation::form_stars(Particles&, std::vector<int, std::allocator<int> > const&, float) [31]
[35]     0.0    0.00    0.00    1143         std::vector<Star, std::allocator<Star> >::push_back(Star const&) [35]
                0.00    0.00      12/12          void std::vector<Star, std::allocator<Star> >::_M_realloc_insert<Star const&>(__gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > >, Star const&) [36]
                0.00    0.00    1131/1143        void std::allocator_traits<std::allocator<Star> >::construct<Star, Star const&>(std::allocator<Star>&, Star*, Star const&) [52]
                0.00    0.00      12/12          std::vector<Star, std::allocator<Star> >::end() [229]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<Star, std::allocator<Star> >::push_back(Star const&) [35]
[36]     0.0    0.00    0.00      12         void std::vector<Star, std::allocator<Star> >::_M_realloc_insert<Star const&>(__gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > >, Star const&) [36]
                0.00    0.00      12/12          std::vector<Star, std::allocator<Star> >::_M_check_len(unsigned long, char const*) const [40]
                0.00    0.00      24/24          std::vector<Star, std::allocator<Star> >::_S_relocate(Star*, Star*, Star*, std::allocator<Star>&) [44]
                0.00    0.00      12/1143        void std::allocator_traits<std::allocator<Star> >::construct<Star, Star const&>(std::allocator<Star>&, Star*, Star const&) [52]
                0.00    0.00      24/26          std::_Vector_base<Star, std::allocator<Star> >::_M_get_Tp_allocator() [217]
                0.00    0.00      24/48          __gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > >::base() const [214]
                0.00    0.00      12/12          std::vector<Star, std::allocator<Star> >::begin() [230]
                0.00    0.00      12/12          __gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > >::difference_type __gnu_cxx::operator-<Star*, std::vector<Star, std::allocator<Star> > >(__gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > > const&, __gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > > const&) [225]
                0.00    0.00      12/12          std::_Vector_base<Star, std::allocator<Star> >::_M_allocate(unsigned long) [226]
                0.00    0.00      12/2298        Star const& std::forward<Star const&>(std::remove_reference<Star const&>::type&) [98]
                0.00    0.00      12/14          std::_Vector_base<Star, std::allocator<Star> >::_M_deallocate(Star*, unsigned long) [222]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[37]     0.0    0.00    0.00       1         Particles::Particles(unsigned long) [37]
                0.00    0.00      11/411         std::vector<float, std::allocator<float> >::vector(unsigned long, float const&, std::allocator<float> const&) [20]
                0.00    0.00       1/1           std::vector<Vec3, std::allocator<Vec3> >::vector(unsigned long, Vec3 const&, std::allocator<Vec3> const&) [56]
                0.00    0.00       2/2           std::vector<unsigned char, std::allocator<unsigned char> >::vector(unsigned long, unsigned char const&, std::allocator<unsigned char> const&) [67]
                0.00    0.00       1/300941956     Vec3::Vec3(float, float, float) [13]
                0.00    0.00      11/411         std::allocator<float>::allocator() [135]
                0.00    0.00      11/1233        std::allocator<float>::~allocator() [106]
                0.00    0.00       2/2           std::allocator<unsigned char>::allocator() [261]
                0.00    0.00       2/6           std::allocator<unsigned char>::~allocator() [236]
                0.00    0.00       1/2           std::allocator<Vec3>::allocator() [260]
                0.00    0.00       1/6           std::allocator<Vec3>::~allocator() [235]
                0.00    0.00       1/2           std::vector<Star, std::allocator<Star> >::vector() [291]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Star, std::allocator<Star> >::_M_check_len(unsigned long, char const*) const [40]
[38]     0.0    0.00    0.00      24         std::vector<Star, std::allocator<Star> >::max_size() const [38]
                0.00    0.00      24/24          std::vector<Star, std::allocator<Star> >::_S_max_size(std::allocator<Star> const&) [39]
                0.00    0.00      24/24          std::_Vector_base<Star, std::allocator<Star> >::_M_get_Tp_allocator() const [220]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Star, std::allocator<Star> >::max_size() const [38]
[39]     0.0    0.00    0.00      24         std::vector<Star, std::allocator<Star> >::_S_max_size(std::allocator<Star> const&) [39]
                0.00    0.00      24/539         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [19]
                0.00    0.00      24/24          std::allocator_traits<std::allocator<Star> >::max_size(std::allocator<Star> const&) [221]
-----------------------------------------------
                0.00    0.00      12/12          void std::vector<Star, std::allocator<Star> >::_M_realloc_insert<Star const&>(__gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > >, Star const&) [36]
[40]     0.0    0.00    0.00      12         std::vector<Star, std::allocator<Star> >::_M_check_len(unsigned long, char const*) const [40]
                0.00    0.00      24/24          std::vector<Star, std::allocator<Star> >::max_size() const [38]
                0.00    0.00      48/48          std::vector<Star, std::allocator<Star> >::size() const [215]
                0.00    0.00      12/12          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [231]
-----------------------------------------------
                0.00    0.00    2047/2047        void std::allocator_traits<std::allocator<Star> >::construct<Star, Star>(std::allocator<Star>&, Star*, Star&&) [42]
[41]     0.0    0.00    0.00    2047         void __gnu_cxx::new_allocator<Star>::construct<Star, Star>(Star*, Star&&) [41]
                0.00    0.00    2047/5336        operator new(unsigned long, void*) [32]
                0.00    0.00    2047/4094        Star&& std::forward<Star>(std::remove_reference<Star>::type&) [88]
-----------------------------------------------
                0.00    0.00    2047/2047        void std::__relocate_object_a<Star, Star, std::allocator<Star> >(Star*, Star*, std::allocator<Star>&) [43]
[42]     0.0    0.00    0.00    2047         void std::allocator_traits<std::allocator<Star> >::construct<Star, Star>(std::allocator<Star>&, Star*, Star&&) [42]
                0.00    0.00    2047/2047        void __gnu_cxx::new_allocator<Star>::construct<Star, Star>(Star*, Star&&) [41]
                0.00    0.00    2047/4094        Star&& std::forward<Star>(std::remove_reference<Star>::type&) [88]
-----------------------------------------------
                0.00    0.00    2047/2047        Star* std::__relocate_a_1<Star*, Star*, std::allocator<Star> >(Star*, Star*, Star*, std::allocator<Star>&) [47]
[43]     0.0    0.00    0.00    2047         void std::__relocate_object_a<Star, Star, std::allocator<Star> >(Star*, Star*, std::allocator<Star>&) [43]
                0.00    0.00    2047/2047        void std::allocator_traits<std::allocator<Star> >::construct<Star, Star>(std::allocator<Star>&, Star*, Star&&) [42]
                0.00    0.00    2047/2047        std::remove_reference<Star&>::type&& std::move<Star&>(Star&) [102]
                0.00    0.00    2047/6141        Star* std::__addressof<Star>(Star&) [87]
                0.00    0.00    2047/2047        void std::allocator_traits<std::allocator<Star> >::destroy<Star>(std::allocator<Star>&, Star*) [101]
-----------------------------------------------
                0.00    0.00      24/24          void std::vector<Star, std::allocator<Star> >::_M_realloc_insert<Star const&>(__gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > >, Star const&) [36]
[44]     0.0    0.00    0.00      24         std::vector<Star, std::allocator<Star> >::_S_relocate(Star*, Star*, Star*, std::allocator<Star>&) [44]
                0.00    0.00      24/24          std::vector<Star, std::allocator<Star> >::_S_do_relocate(Star*, Star*, Star*, std::allocator<Star>&, std::integral_constant<bool, true>) [45]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Star, std::allocator<Star> >::_S_relocate(Star*, Star*, Star*, std::allocator<Star>&) [44]
[45]     0.0    0.00    0.00      24         std::vector<Star, std::allocator<Star> >::_S_do_relocate(Star*, Star*, Star*, std::allocator<Star>&, std::integral_constant<bool, true>) [45]
                0.00    0.00      24/24          Star* std::__relocate_a<Star*, Star*, std::allocator<Star> >(Star*, Star*, Star*, std::allocator<Star>&) [46]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Star, std::allocator<Star> >::_S_do_relocate(Star*, Star*, Star*, std::allocator<Star>&, std::integral_constant<bool, true>) [45]
[46]     0.0    0.00    0.00      24         Star* std::__relocate_a<Star*, Star*, std::allocator<Star> >(Star*, Star*, Star*, std::allocator<Star>&) [46]
                0.00    0.00      24/24          Star* std::__relocate_a_1<Star*, Star*, std::allocator<Star> >(Star*, Star*, Star*, std::allocator<Star>&) [47]
                0.00    0.00      72/72          Star* std::__niter_base<Star*>(Star*) [213]
-----------------------------------------------
                0.00    0.00      24/24          Star* std::__relocate_a<Star*, Star*, std::allocator<Star> >(Star*, Star*, Star*, std::allocator<Star>&) [46]
[47]     0.0    0.00    0.00      24         Star* std::__relocate_a_1<Star*, Star*, std::allocator<Star> >(Star*, Star*, Star*, std::allocator<Star>&) [47]
                0.00    0.00    2047/2047        void std::__relocate_object_a<Star, Star, std::allocator<Star> >(Star*, Star*, std::allocator<Star>&) [43]
                0.00    0.00    4094/6141        Star* std::__addressof<Star>(Star&) [87]
-----------------------------------------------
                0.00    0.00     100/100         main [1]
[48]     0.0    0.00    0.00     100         velocity_verlet(Particles&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, std::vector<float, std::allocator<float> > const&, float) [48]
                0.00    0.00  900000/1157635640     std::vector<float, std::allocator<float> >::operator[](unsigned long) [9]
                0.00    0.00  300000/1301649836     std::vector<float, std::allocator<float> >::operator[](unsigned long) const [7]
                0.00    0.00  100000/50252286     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) [23]
-----------------------------------------------
                0.00    0.00     101/101         main [1]
[49]     0.0    0.00    0.00     101         Particles::write_csv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [49]
                0.00    0.00  909000/1301649836     std::vector<float, std::allocator<float> >::operator[](unsigned long) const [7]
                0.00    0.00  202000/250453000     std::vector<unsigned char, std::allocator<unsigned char> >::operator[](unsigned long) const [16]
                0.00    0.00     101/101         std::setprecision(int) [172]
-----------------------------------------------
                0.00    0.00    1143/1143        void std::allocator_traits<std::allocator<Star> >::construct<Star, Star const&>(std::allocator<Star>&, Star*, Star const&) [52]
[50]     0.0    0.00    0.00    1143         void __gnu_cxx::new_allocator<Star>::construct<Star, Star const&>(Star*, Star const&) [50]
                0.00    0.00    1143/5336        operator new(unsigned long, void*) [32]
                0.00    0.00    1143/2298        Star const& std::forward<Star const&>(std::remove_reference<Star const&>::type&) [98]
-----------------------------------------------
                0.00    0.00    1143/1143        void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [53]
[51]     0.0    0.00    0.00    1143         void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [51]
                0.00    0.00    1143/5336        operator new(unsigned long, void*) [32]
                0.00    0.00    1143/3429        int&& std::forward<int>(std::remove_reference<int>::type&) [93]
-----------------------------------------------
                0.00    0.00      12/1143        void std::vector<Star, std::allocator<Star> >::_M_realloc_insert<Star const&>(__gnu_cxx::__normal_iterator<Star*, std::vector<Star, std::allocator<Star> > >, Star const&) [36]
                0.00    0.00    1131/1143        std::vector<Star, std::allocator<Star> >::push_back(Star const&) [35]
[52]     0.0    0.00    0.00    1143         void std::allocator_traits<std::allocator<Star> >::construct<Star, Star const&>(std::allocator<Star>&, Star*, Star const&) [52]
                0.00    0.00    1143/1143        void __gnu_cxx::new_allocator<Star>::construct<Star, Star const&>(Star*, Star const&) [50]
                0.00    0.00    1143/2298        Star const& std::forward<Star const&>(std::remove_reference<Star const&>::type&) [98]
-----------------------------------------------
                0.00    0.00    1143/1143        int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [54]
[53]     0.0    0.00    0.00    1143         void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [53]
                0.00    0.00    1143/1143        void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [51]
                0.00    0.00    1143/3429        int&& std::forward<int>(std::remove_reference<int>::type&) [93]
-----------------------------------------------
                0.00    0.00    1143/1143        std::vector<int, std::allocator<int> >::push_back(int&&) [55]
[54]     0.0    0.00    0.00    1143         int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [54]
                0.00    0.00    1143/1143        void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [53]
                0.00    0.00    1143/3429        int&& std::forward<int>(std::remove_reference<int>::type&) [93]
                0.00    0.00    1143/1143        std::vector<int, std::allocator<int> >::back() [113]
-----------------------------------------------
                0.00    0.00    1143/1143        StarFormation::detect_star_candidates(Particles const&) const [2]
[55]     0.0    0.00    0.00    1143         std::vector<int, std::allocator<int> >::push_back(int&&) [55]
                0.00    0.00    1143/1143        int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [54]
                0.00    0.00    1143/1143        std::remove_reference<int&>::type&& std::move<int&>(int&) [114]
-----------------------------------------------
